task,prep_time_min,driver_dist_km,traffic_index,driver_eta_min,food_prep_progress,food_temp_c,outcome
hard,17.74,2.98,1.5,8.91,1.0,75.0,hot
hard,20.63,7.44,1.45,21.52,1.0,73.23,hot
hard,11.33,3.39,2.17,14.67,0.7555,68.32,hot
hard,10.0,5.89,2.17,25.61,0.6667,43.78,cold
hard,14.56,7.53,1.65,24.8,0.9706,54.52,cold
hard,13.93,2.56,2.31,11.81,0.9287,75.0,hot
hard,11.17,5.87,1.76,20.73,0.7445,55.88,cold
hard,9.74,3.48,2.49,17.33,0.6491,59.82,cold
hard,16.01,2.48,1.95,9.67,1.0,75.0,hot
hard,14.27,13.64,1.94,52.97,0.9513,0.0,cold
hard,13.1,8.55,1.0,17.1,0.8731,66.99,hot
hard,15.47,9.99,1.74,34.79,1.0,36.36,cold
hard,6.33,4.01,2.5,20.05,0.4222,47.56,cold
hard,16.88,2.9,1.46,8.46,1.0,75.0,hot
hard,12.2,5.9,2.47,29.15,0.8134,41.1,cold
hard,20.26,6.14,1.13,13.93,1.0,75.0,hot
hard,8.36,6.33,1.13,14.28,0.5574,63.16,cold
hard,13.87,5.76,1.23,14.18,0.9248,74.38,hot
hard,9.88,4.76,2.05,19.55,0.6586,55.65,cold
hard,20.31,6.52,1.84,23.94,1.0,67.73,hot
hard,11.27,2.32,1.54,7.18,0.7513,75.0,hot
hard,17.05,5.84,1.0,11.68,1.0,75.0,hot
hard,11.07,8.01,1.84,29.48,0.7381,38.19,cold
hard,7.91,10.89,1.79,38.89,0.5277,13.06,cold
hard,16.92,6.0,1.62,19.39,1.0,70.06,hot
hard,11.36,10.3,2.3,47.43,0.7575,2.86,cold
hard,19.11,6.44,1.3,16.72,1.0,75.0,hot
hard,21.39,2.89,1.94,11.23,1.0,75.0,hot
hard,6.8,0.5,1.96,1.96,0.4535,75.0,hot
hard,10.95,0.5,2.07,2.07,0.7303,75.0,hot
hard,25.6,8.47,1.67,28.33,1.0,69.55,hot
hard,15.04,7.22,2.36,34.09,1.0,36.91,cold
hard,13.28,5.09,1.95,19.84,0.8855,61.89,cold
hard,17.77,4.67,1.74,16.24,1.0,75.0,hot
hard,21.9,8.02,2.04,32.72,1.0,53.37,cold
hard,23.6,4.03,2.5,20.17,1.0,75.0,hot
hard,17.71,13.18,1.2,31.73,1.0,46.97,cold
hard,11.55,6.05,2.0,24.17,0.7702,49.76,cold
hard,24.75,3.33,2.25,15.0,1.0,75.0,hot
hard,20.81,6.76,1.32,17.84,1.0,75.0,hot
hard,22.04,8.07,2.1,33.9,1.0,51.27,cold
hard,16.02,5.57,1.76,19.6,1.0,67.85,hot
hard,18.2,5.08,1.38,13.97,1.0,75.0,hot
hard,9.76,3.12,1.91,11.92,0.6505,70.66,hot
hard,14.87,5.54,2.05,22.71,0.991,59.31,cold
hard,11.86,8.66,1.67,28.87,0.7909,40.98,cold
hard,12.83,6.21,1.0,12.41,0.8555,75.0,hot
hard,11.05,7.45,1.0,14.91,0.7365,67.28,hot
hard,20.59,8.78,1.62,28.36,1.0,59.46,cold
hard,16.46,7.8,1.57,24.43,1.0,59.05,cold
hard,19.34,3.32,1.56,10.37,1.0,75.0,hot
hard,11.0,5.86,2.38,27.87,0.7336,41.28,cold
hard,14.08,1.82,1.26,4.59,0.9386,75.0,hot
hard,16.97,9.61,2.0,38.38,1.0,32.18,cold
hard,13.07,6.92,1.68,23.24,0.871,54.65,cold
hard,13.11,2.6,2.5,13.02,0.8739,75.0,hot
hard,5.0,6.99,1.57,21.94,0.3333,41.13,cold
hard,12.95,9.23,1.44,26.64,0.8632,47.62,cold
hard,11.6,4.67,2.01,18.76,0.7733,60.68,cold
hard,12.79,1.07,1.37,2.91,0.8527,75.0,hot
hard,21.41,5.19,2.03,21.01,1.0,75.0,hot
hard,13.69,3.35,2.5,16.76,0.9129,68.87,hot
hard,14.06,3.89,2.35,18.28,0.9373,66.57,hot
hard,11.39,3.51,1.81,12.68,0.7592,72.41,hot
hard,15.0,5.65,2.5,28.25,1.0,48.51,cold
hard,16.68,0.5,1.96,1.96,1.0,75.0,hot
hard,15.19,5.11,1.92,19.65,1.0,66.08,hot
hard,14.86,4.87,2.11,20.51,0.9904,63.69,cold
hard,12.29,2.63,2.5,13.15,0.8193,73.27,hot
hard,11.42,5.25,1.05,11.05,0.7614,75.0,hot
hard,15.58,2.67,1.58,8.42,1.0,75.0,hot
hard,20.23,6.18,2.08,25.76,1.0,63.93,cold
hard,6.14,9.59,1.2,23.1,0.4096,41.09,cold
hard,22.64,7.55,2.09,31.55,1.0,57.18,cold
hard,10.73,5.38,1.56,16.83,0.715,62.79,cold
hard,15.15,4.38,1.0,8.75,1.0,75.0,hot
hard,20.61,4.8,1.56,14.94,1.0,75.0,hot
hard,12.2,5.9,1.35,15.96,0.8132,67.48,hot
hard,5.0,6.02,2.06,24.79,0.3333,35.42,cold
hard,14.0,2.13,1.84,7.86,0.9335,75.0,hot
hard,7.68,2.43,1.42,6.93,0.5118,75.0,hot
hard,19.22,4.09,1.58,12.9,1.0,75.0,hot
hard,24.77,5.88,1.97,23.17,1.0,75.0,hot
hard,13.15,3.51,1.0,7.02,0.8768,75.0,hot
hard,19.84,6.12,1.71,20.94,1.0,72.81,hot
hard,14.31,6.84,1.02,13.99,0.9543,75.0,hot
hard,12.05,2.16,2.5,10.8,0.8034,75.0,hot
hard,19.38,0.5,1.04,1.04,1.0,75.0,hot
hard,14.34,3.82,1.14,8.69,0.9559,75.0,hot
hard,24.72,5.78,2.04,23.56,1.0,75.0,hot
hard,11.54,6.81,1.61,21.91,0.7693,54.26,cold
hard,13.58,6.53,1.0,13.06,0.9056,75.0,hot
hard,22.99,5.46,2.44,26.63,1.0,67.71,hot
hard,9.62,2.69,1.22,6.56,0.6415,75.0,hot
hard,16.25,5.16,1.57,16.2,1.0,75.0,hot
hard,9.93,1.83,1.78,6.51,0.662,75.0,hot
hard,12.67,3.29,2.5,16.43,0.8448,67.48,hot
hard,14.59,8.18,1.53,25.07,0.9726,54.03,cold
hard,16.22,4.86,1.0,9.72,1.0,75.0,hot
hard,22.14,4.66,2.17,20.26,1.0,75.0,hot
hard,11.24,4.59,1.37,12.54,0.7493,72.4,hot
hard,21.18,5.78,1.98,22.92,1.0,71.51,hot
hard,21.79,7.89,2.18,34.45,1.0,49.69,cold
hard,7.89,3.26,1.3,8.47,0.5261,73.85,hot
hard,18.64,5.43,1.1,11.99,1.0,75.0,hot
hard,14.06,1.26,1.77,4.49,0.9371,75.0,hot
hard,6.72,6.32,1.99,25.15,0.4482,38.15,cold
hard,24.54,7.12,1.59,22.62,1.0,75.0,hot
hard,19.09,1.51,1.32,3.97,1.0,75.0,hot
hard,16.67,0.5,1.78,1.78,1.0,75.0,hot
hard,9.9,5.25,1.26,13.25,0.6599,68.3,hot
hard,17.12,5.05,2.5,25.24,1.0,58.76,cold
hard,15.03,3.08,1.68,10.32,1.0,75.0,hot
hard,8.28,6.02,2.09,25.2,0.5519,41.15,cold
hard,27.35,3.45,1.67,11.48,1.0,75.0,hot
hard,12.12,5.53,1.99,22.02,0.8081,55.2,cold
hard,14.73,7.72,1.49,23.02,0.9822,58.43,cold
hard,19.93,6.35,1.79,22.77,1.0,69.32,hot
hard,13.43,11.07,1.39,30.8,0.895,40.25,cold
hard,16.49,3.12,2.5,15.62,1.0,75.0,hot
hard,19.43,3.3,2.06,13.59,1.0,75.0,hot
hard,16.29,3.71,2.18,16.16,1.0,75.0,hot
hard,16.95,5.54,1.78,19.71,1.0,69.47,hot
hard,17.16,5.57,1.83,20.39,1.0,68.52,hot
hard,11.79,9.23,1.27,23.54,0.7863,51.5,cold
hard,17.14,4.2,2.5,21.0,1.0,67.28,hot
hard,10.48,3.16,1.32,8.32,0.6988,75.0,hot
hard,16.62,1.57,1.56,4.89,1.0,75.0,hot
hard,5.0,5.6,1.55,17.36,0.3333,50.28,cold
